district,code,name,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
Granville County Schools,390311,Butner-Stem Elementary,72,D,43.3,3
Newton Conover City Schools,182328,North Newton Elementary,73.6,D,43.3,3
Pitt County Schools,740374,North Pitt High,61.3,C,43.3,3
Greene County Schools,400332,West Greene Elementary,76.1,D,43.3,3
Gaston County Schools,360340,Brookside Elementary,47.4,D,43.2,3
Duplin County Schools,310304,B F Grady Elementary,69.5,D,43.2,3
Charter Schools,06B000,Marjorie Williams Academy,74.1,D,43.2,3
Pitt County Schools,740368,Lakeforest Elementary,74.4,D,43.2,3
Bladen County Schools,90352,Plain View Primary,77.9,D,43.2,3
Cumberland County Schools,260405,Walker-Spivey Elementary,91.4,D,43.2,3
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,49.1,D,43.1,3
Roanoke Rapids City Schools,421316,Roanoke Rapids High School,52.8,C,43.1,3
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,49.9,D,43,3
Harnett County Schools,430378,Triton High,58.8,C,43,3
Iredell-Statesville Schools,490310,Career Academy and Technical School,6.3,C,43,3
Scotland County Schools,830360,Wagram Elementary,81,D,43,3
Rowan-Salisbury Schools,800316,China Grove Elementary,35.7,D,42.9,3
Thomasville City Schools,292324,Thomasville High,45,C,42.9,3
Bertie County Schools,80356,West Bertie Elementary,68.9,D,42.9,3
Robeson County Schools,780364,Pembroke Elementary,83.4,D,42.9,3
Roanoke Rapids City Schools,421304,Belmont Elementary School,80.4,C,42.8,3
Lee County Schools,530336,Lee County High,56.2,C,42.8,3
Bladen County Schools,90365,Tar Heel Middle,83.9,D,42.8,3
Kannapolis City Schools,132314,GW Carver Elementary,30.6,D,42.7,3
Forsyth County Schools,340372,Flat Rock Middle,48,D,42.7,3
Charter Schools,13D000,Concord Lake STEAM Academy,50.1,D,42.7,3
Nash-Rocky Mount Schools,640332,M B Hubbard Elementary,49.3,C,42.7,3
Cumberland County Schools,260402,Manchester Elementary,73.2,D,42.7,3
Charter Schools,93J000,PAVE Southeast Raleigh Charter,47.1,D,42.6,3
Gaston County Schools,360408,W P Grier Middle School,55.5,D,42.6,3
Pitt County Schools,740400,Wahl Coates Elementary,78.6,D,42.6,3
Wake County Schools,920618,Wildwood Forest Elementary,63.5,D,42.5,3
Robeson County Schools,780420,Purnell Swett High,74.8,C,42.5,3
Wayne County Public Schools,960316,Carver Elementary,79.3,D,42.5,3
Wilson County Schools,980317,Charles H Darden Middle,63.3,C,42.5,3
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,48.5,D,42.4,3
Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,58.2,D,42.4,3
Pender County Schools,710326,Pender High,81.5,C,42.4,3
Rockingham County Schools,790366,Reidsville High,58.7,C,42.4,3
Robeson County Schools,780356,Oxendine Elementary,85.9,D,42.4,3
Charter Schools,29A000,Davidson Charter Academy CFA,22.7,D,42.3,3
Alamance-Burlington Schools,10364,North Graham Elementary,63.2,D,42.3,3
Granville County Schools,390331,Mary Potter Middle,76,D,42.3,3
Charter Schools,65B000,Wilmington Preparatory Academy,79.3,D,42.3,3
Charter Schools,60K000,Charlotte Secondary,28,C,42.3,3
Rowan-Salisbury Schools,800358,Isenberg Elementary,56.6,D,42.2,3
Gaston County Schools,360392,Edward D Sadler Jr Elementary School,64.3,D,42.2,3
Pitt County Schools,740310,Belvoir Elementary,75.2,D,42.2,3
Wayne County Public Schools,960348,Mount Olive Middle,71.9,C,42.2,3
Pender County Schools,710348,West Pender Middle,92.2,D,42.2,3
Durham Public Schools,320328,Holt Elementary,82.1,C,42.1,3
Union County Public Schools,900370,Walter Bickett Elementary,56,D,42.1,3
Iredell-Statesville Schools,490380,West Iredell High,48.1,C,42.1,3
Tyrrell County Schools,890308,Tyrrell Elementary,44.6,D,42,3
Craven County Schools,250372,West Craven High,64.7,C,42,3
Onslow County Schools,670321,Hunters Creek Elementary,66.1,C,42,3
Bladen County Schools,90332,Elizabethtown Middle,75.5,D,42,3
Forsyth County Schools,340464,Northwest Middle,45.9,D,41.9,3
Buncombe County Schools,110384,Oakley Elementary,48.2,D,41.9,3
Cumberland County Schools,260396,Mary McArthur Elementary,72.1,D,41.9,3
Harnett County Schools,430308,Angier Elementary,73.5,D,41.9,3
Johnston County Schools,510408,Wilson's Mills Elementary,75.6,D,41.9,3
Cabarrus County Schools,130342,W M Irvin Elementary,49.9,C,41.8,3
Guilford County Schools,410462,Ronald E. McNair Elementary,64.4,D,41.8,3
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,72.9,D,41.8,3
Charlotte-Mecklenburg Schools,600545,Starmount Acad of Excellence,40.6,D,41.7,3
Rowan-Salisbury Schools,800314,Erwin Middle,51.6,D,41.7,3
Forsyth County Schools,340428,Konnoak Elementary,58.7,D,41.6,3
Alamance-Burlington Schools,10346,B. Everett Jordan Elementary,59.6,D,41.6,3
Wake County Schools,920549,River Bend Middle,66.3,D,41.6,3
Northampton County Schools,660360,Willis Hare Elementary,68.3,D,41.6,3
Wayne County Public Schools,960329,Eastern Wayne Elementary,73.1,D,41.6,3
Alamance-Burlington Schools,10394,Turrentine Middle,65,D,41.5,3
Granville County Schools,390316,Creedmoor Elementary,76.2,D,41.5,3
Moore County Schools,630320,Elise Middle,81,D,41.5,3
Lenoir County Public Schools,540326,Northwest Elementary,82,D,41.5,3
Bladen County Schools,90368,West Bladen High,71.7,C,41.4,3
Edgecombe County Public School,330304,G W Bulluck Elementary,60.3,D,41.4,3
Gaston County Schools,360490,Sherwood Elementary,76.1,D,41.4,3
Caswell County Schools,170344,Stoney Creek Elementary,48.2,D,41.3,3
Charlotte-Mecklenburg Schools,600303,Charlotte East Language Academy,57,D,41.2,3
Wayne County Public Schools,960331,Eastern Wayne Middle,65.3,D,41.2,3
Pasquotank County Schools,700308,Elizabeth City Middle,67,D,41.2,3
Forsyth County Schools,340384,Griffith Elementary,53.8,D,41.1,3
Guilford County Schools,410487,Northeast Guilford Middle,55,D,41.1,3
Halifax County Schools,420340,Inborden Elementary S.T.E.A.M. Academy,73.5,C,41.1,3
Orange County Schools,680312,Central Elementary,70.1,D,41.1,3
Bladen County Schools,90324,Dublin Primary,85.2,D,41.1,3
Durham Public Schools,320339,Lakewood Elementary,54.9,C,41,3
Johnston County Schools,510397,Smithfield Middle,81.3,D,41,3
Pender County Schools,710324,Malpass Corner Elementary,90.7,D,41,3
Charter Schools,61P000,"VERITAS Community School, CFA",21.6,D,40.9,3
Cumberland County Schools,260455,Westover High,66.9,C,40.9,3
Wake County Schools,920413,Forestville Road Elementary,60.9,D,40.8,3
Cumberland County Schools,260310,Loyd E Auman Elementary,65.5,D,40.7,3
Nash-Rocky Mount Schools,640329,G R Edwards Middle,50.3,D,40.6,3
Forsyth County Schools,340382,Robert B Glenn High School,54.2,C,40.6,3
Cumberland County Schools,260452,Westarea Elementary,80.8,D,40.6,3
Jackson County Schools,500337,Smokey Mountain Elementary,36,D,40.4,3
Cumberland County Schools,260425,South View Middle,60.3,D,40.4,3
Guilford County Schools,410334,Brightwood Elementary,70.9,D,40.4,3
Cumberland County Schools,260424,Seventy-First High,71.7,C,40.3,3
Charter Schools,65G000,Girls Leadership Academy of Wilmington,76.5,D,40.3,3
Robeson County Schools,780320,Deep Branch Elementary,90.4,D,40.3,3
Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,44,D,40.2,3
Gates County Schools,370324,T S Cooper Elementary,51.8,D,40.2,3
Durham Public Schools,320701,Hillside New Tech High,53.2,C,40.2,3
Durham Public Schools,320306,Brogden Middle,74.2,D,40.2,3
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,80.1,D,40.2,3
Randolph County Schools,760357,Southeastern Randolph Middle,69.4,D,40.1,3
Granville County Schools,390700,JF Webb HS Of Health And Life Sciences,42.8,C,40,3
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,60,D,40,3
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,78.9,D,40,3
Charlotte-Mecklenburg Schools,600448,Martin Luther King Jr Middle,56.2,D,39.8,4
Durham Public Schools,320304,Bethesda Elementary,56.3,D,39.8,4
Durham Public Schools,320388,W G Pearson Elementary,59.9,D,39.8,4
Davidson County Schools,290365,South Davidson High,46.9,C,39.7,4
Robeson County Schools,780391,Red Springs High,77.3,C,39.7,4
Rowan-Salisbury Schools,800398,Southeast Middle,62.4,D,39.6,4
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,63.5,D,39.6,4
Caldwell County Schools,140390,West Caldwell High,67.8,C,39.5,4
Johnston County Schools,510310,Benson Middle,63.2,D,39.5,4
Scotland County Schools,830343,Scotland High School,72.8,C,39.5,4
Randolph County Schools,760332,Liberty Elementary,66.1,D,39.4,4
Duplin County Schools,310388,Wallace Elementary,74.7,D,39.4,4
Guilford County Schools,410403,Hampton Elem Univ Partnership,76.4,D,39.4,4
New Hanover County Schools,650404,Wrightsboro Elementary,79.9,D,39.4,4
Rowan-Salisbury Schools,800362,Knollwood Elementary,37,D,39.3,4
Wake County Schools,920446,Hodge Road Elementary,71.9,D,39.3,4
Union County Public Schools,900336,Monroe High,70.4,C,39.3,4
Stanly County Schools,840310,Central Elementary,56.8,D,39.2,4
Guilford County Schools,410316,Allen Middle,59.5,D,39.2,4
Halifax County Schools,420376,William R Davie Middle S.T.E.M. Academy,61.5,D,39.2,4
Cumberland County Schools,260336,Anne Chesnutt Middle,63.1,D,39.2,4
Charlotte-Mecklenburg Schools,600457,Rocky River High,60.9,C,39.2,4
Robeson County Schools,780403,Saint Pauls Middle,78.8,D,39.2,4
Cumberland County Schools,260386,Margaret Willis Elementary,81.5,D,39.2,4
Robeson County Schools,780376,Piney Grove Elementary,87.9,D,39.2,4
Charter Schools,13C000,A.C.E. Academy,57.1,D,39.1,4
Wilson County Schools,980400,Winstead Elementary,68.7,D,39.1,4
Martin County Schools,580372,Riverside Middle,54.3,D,39,4
Iredell-Statesville Schools,490327,East Iredell Middle,73.3,D,39,4
Cumberland County Schools,260358,Luther Nick Jeralds Middle,82.9,D,39,4
Johnston County Schools,510399,Smithfield-Selma High,68,C,38.8,4
Craven County Schools,250376,West Craven Middle,72.9,D,38.7,4
Robeson County Schools,780374,Peterson Elementary,81,D,38.7,4
Guilford County Schools,410538,Sedgefield Elementary,60.9,D,38.6,4
Greene County Schools,400312,Greene County Middle,70.1,D,38.5,4
Guilford County Schools,410496,Northwood Elementary,59.5,D,38.4,4
Guilford County Schools,410373,Julius I Foust Elementary,67.2,D,38.4,4
Nash-Rocky Mount Schools,640364,Southern Nash High,58.5,C,38.4,4
Cumberland County Schools,260426,Sherwood Park Elementary,74.1,D,38.3,4
Anson County Schools,40324,Morven Elementary,76.3,D,38.3,4
Wake County Schools,920632,Zebulon Elementary,65.4,D,38.2,4
Lexington City Schools,291336,Lexington Senior High School,50.3,C,38.1,4
Washington County Schools,940328,Washington County Middle,63.5,D,38.1,4
Johnston County Schools,510368,North Johnston High,49.9,C,38.1,4
Greene County Schools,400308,Greene Central High,64.9,C,38,4
Johnston County Schools,510388,Selma Elementary,67.2,D,37.9,4
Washington County Schools,940314,Pines Elementary,71.3,D,37.8,4
Scotland County Schools,830320,I E Johnson Elementary,93.2,D,37.8,4
Wake County Schools,920561,South Garner High,58.2,D,37.7,4
Guilford County Schools,410484,Northeast Guilford High,74.3,C,37.7,4
Charlotte-Mecklenburg Schools,600366,Marie G Davis,61.7,D,37.7,4
Johnston County Schools,510402,South Johnston High,49.3,C,37.7,4
Gaston County Schools,360428,Hunter Huss High,71.2,C,37.6,4
Person County Schools,730356,South Elementary,62.9,D,37.6,4
Vance County Schools,910346,E O Young Jr Elementary,65.3,D,37.6,4
Cumberland County Schools,260428,Spring Lake Middle,72.7,D,37.6,4
Robeson County Schools,780412,Union Chapel Elementary,81.5,D,37.6,4
Nash-Rocky Mount Schools,640308,Benvenue Elementary,51.4,D,37.5,4
Wake County Schools,920410,East Wake Middle,71.4,D,37.5,4
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,49.7,D,37.4,4
Thomasville City Schools,292320,Thomasville Middle,56.7,D,37.3,4
Rowan-Salisbury Schools,800315,Overton Elementary,56.9,D,37.3,4
Union County Public Schools,900306,East Elementary,62.8,D,37.3,4
Durham Public Schools,320325,Hillside High,66.1,C,37.2,4
Guilford County Schools,410505,Oak View Elementary,64,D,37.2,4
Cumberland County Schools,260440,Sunnyside Elementary,73.1,D,37.2,4
Warren County Schools,930700,Warren New Tech High,36.8,C,37.2,4
Iredell-Statesville Schools,490319,Cloverleaf Elementary,64.2,D,37.1,4
Durham Public Schools,320315,Eno Valley Elementary,65.4,D,37.1,4
Johnston County Schools,510308,Benson Elementary,67.7,D,37.1,4
Wake County Schools,920496,Millbrook Elementary,75.5,D,37.1,4
Robeson County Schools,780401,Saint Pauls High,74.3,C,37.1,4
Tyrrell County Schools,890306,Columbia Middle,43.5,D,37,4
Robeson County Schools,780342,Lumberton Senior High,70.4,C,37,4
Bladen County Schools,90328,East Arcadia Elementary,81.8,D,37,4
Wayne County Public Schools,960314,Brogden Primary,85.4,D,37,4
Pitt County Schools,740309,Ayden-Grifton High,62,C,36.9,4
New Hanover County Schools,650328,Forest Hills Global Elementary,81.9,D,36.9,4
Lenoir County Public Schools,540338,Southeast Elementary,>95,D,36.9,4
Guilford County Schools,410517,Peeler Open Elementary,68,D,36.8,4
Person County Schools,730334,North Elementary,83,D,36.8,4
Wake County Schools,920599,Walnut Creek Elementary,70.5,D,36.7,4
Cabarrus County Schools,130313,Concord Middle,50.5,D,36.6,4
Caswell County Schools,170338,N L Dillard Middle,66,D,36.6,4
Onslow County Schools,670312,Clyde Erwin Elementary,73.3,D,36.6,4
Beaufort County Schools,70342,Washington High,50.2,C,36.5,4
Cleveland County Schools,230361,Shelby High,59.4,C,36.5,4
Duplin County Schools,310392,Wallace-Rose Hill High,70.3,C,36.5,4
Nash-Rocky Mount Schools,640350,Northern Nash High,48.5,C,36.5,4
Rowan-Salisbury Schools,800408,West Rowan High,49.8,C,36.5,4
Durham Public Schools,320346,Lowe's Grove Middle,80,D,36.5,4
Edgecombe County Public School,330340,South Edgecombe Middle,46.6,D,36.4,4
Guilford County Schools,410415,Jackson Middle,66.4,D,36.4,4
Durham Public Schools,320362,Parkwood Elementary,72.5,D,36.4,4
Wake County Schools,920562,Southeast Raleigh High,58.9,C,36.4,4
Charter Schools,97D000,Bridges Academy,41.6,D,36.3,4
Forsyth County Schools,340314,Bolton Elementary,63.1,D,36.3,4
Lenoir County Public Schools,540324,North Lenoir High,60.7,C,36.3,4
Cabarrus County Schools,130328,Royal Oaks Elementary,48.6,D,36.2,4
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,63.1,D,36.2,4
Cumberland County Schools,260372,Lewis Chapel Middle,74.4,D,36.1,4
New Hanover County Schools,650392,Williston Middle,80,D,36.1,4
Robeson County Schools,780417,W H Knuckles,>95,D,36.1,4
Forsyth County Schools,340514,Smith Farm Elementary,40.6,D,36,4
Guilford County Schools,410358,Eastern Guilford High,63.8,C,36,4
Alamance-Burlington Schools,10326,Eastlawn Elementary,60.5,D,36,4
Johnston County Schools,510343,Micro Elementary,69,D,36,4
Guilford County Schools,410514,Clara J Peck Elementary,78,D,36,4
Guilford County Schools,410532,Rankin Elementary,71.4,D,35.9,4
Durham Public Schools,320355,Neal Middle,76.2,D,35.9,4
Rowan-Salisbury Schools,800400,South Rowan High,50.9,C,35.9,4
Charter Schools,60Q000,Invest Collegiate Transform,49.6,D,35.8,4
Guilford County Schools,410355,James B Dudley High,63.4,C,35.8,4
Martin County Schools,580368,Riverside High,42.8,C,35.8,4
Charter Schools,32S000,KIPP Durham College Preparatory,70.1,D,35.8,4
Cumberland County Schools,260361,Ferguson-Easley Elementary,90,D,35.8,4
Charlotte-Mecklenburg Schools,600381,Eastway Middle,52.6,D,35.7,4
Nash-Rocky Mount Schools,640336,Middlesex Elementary,39.7,D,35.6,4
Anson County Schools,40309,Anson Middle,55.2,D,35.6,4
Warren County Schools,930354,Warren County Middle,63.2,D,35.6,4
Alamance-Burlington Schools,10348,Graham High,70.8,C,35.5,4
Charlotte-Mecklenburg Schools,600397,Garinger High,48.5,C,35.5,4
Duplin County Schools,310336,Warsaw Elementary,85,D,35.5,4
Forsyth County Schools,340430,Diggs-Latham Elementary,66.7,D,35.4,4
Vance County Schools,910360,E M Rollins Elementary,76.5,D,35.4,4
Kannapolis City Schools,132304,A L Brown High,32.6,C,35.3,4
Alamance-Burlington Schools,10351,Grove Park Elementary,60.9,D,35.3,4
Forsyth County Schools,340452,Mineral Springs Middle,67.9,D,35.3,4
Pitt County Schools,740375,Northwest Elementary,77.8,D,35.3,4
Robeson County Schools,780329,Janie C Hargrave Elem,88.5,D,35.3,4
Guilford County Schools,410556,Southern Guilford High,73.2,C,35.2,4
Pitt County Schools,740334,Falkland Elementary,78.7,D,35.1,4
Guilford County Schools,410366,Waldo C Falkener Sr Elementary,79,D,35.1,4
Moore County Schools,630308,Aberdeen Elementary,81.6,D,35.1,4
Forsyth County Schools,340488,J F Kennedy High,52.4,C,35,4
Charter Schools,49D000,Success Institute Charter,60,D,35,4
Montgomery County Schools,620316,East Montgomery High,76.8,C,35,4
Weldon City Schools,422318,Weldon Middle,70.9,D,34.9,4
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,43.5,D,34.8,4
Johnston County Schools,510404,South Smithfield Elementary,66.1,D,34.8,4
Charter Schools,32P000,The Institute Development Young Leaders,51.4,D,34.7,4
Durham Public Schools,320352,Merrick-Moore Elementary,59.6,D,34.7,4
Charlotte-Mecklenburg Schools,600592,Vance High,40.7,D,34.6,4
Alamance-Burlington Schools,10357,Haw River Elementary,55.9,D,34.6,4
Halifax County Schools,420346,Northwest Halifax Collegiate and Technic,57.4,C,34.5,4
Guilford County Schools,410511,Parkview Village Elementary,82.1,D,34.5,4
Wake County Schools,920547,Rogers Lane Elementary,82.1,D,34.4,4
Gaston County Schools,360520,Woodhill Elementary,70.2,D,34.3,4
Hertford County Schools,460308,Ahoskie Elementary,63.7,F,34.3,4
Guilford County Schools,410367,Ferndale Middle,59.7,D,34.2,4
Cumberland County Schools,260321,Douglas Byrd Middle,75.6,D,34.2,4
Guilford County Schools,410328,Bessemer Elementary,81.3,D,34.2,4
Guilford County Schools,410478,Murphey Traditional Academy,70.5,D,34.1,4
Columbus County Schools,240376,Tabor City Middle,78.4,D,34.1,4
Forsyth County Schools,340390,Hall-Woodward Elementary,64.3,D,34,4
Pasquotank County Schools,700317,Northeastern High,53.9,C,34,4
Robeson County Schools,780400,Saint Pauls Elementary,78.4,D,34,4
Charter Schools,96C000,Dillard Academy,89.1,D,34,4
Robeson County Schools,780324,Fairgrove Middle,83.5,D,33.9,4
Robeson County Schools,780390,R B Dean Elementary,85,D,33.9,4
Forsyth County Schools,340366,East Forsyth Middle School,51.8,D,33.8,4
Durham Public Schools,320356,Northern High,58.1,C,33.8,4
Robeson County Schools,780368,Pembroke Middle,85.2,D,33.8,4
Randolph County Schools,760318,Eastern Randolph High,62.6,C,33.7,4
Edgecombe County Public School,330328,North Edgecombe High,55.5,C,33.6,4
Guilford County Schools,410469,Montlieu Academy of Technology,67.4,F,33.6,4
Charter Schools,64A000,Rocky Mount Preparatory,76.9,D,33.5,4
Edgecombe County Public School,330350,SouthWest Edgecombe High,41.8,D,33.4,4
Gaston County Schools,360492,H H Beam Elementary,63.2,D,33.4,4
Charlotte-Mecklenburg Schools,600364,Military and Global Leadership Academy,35.9,D,33.3,4
Caswell County Schools,170316,Bartlett Yancey High,55.1,C,33.3,4
Robeson County Schools,780360,Parkton Elementary,80.8,D,33.3,4
Alamance-Burlington Schools,10354,Harvey R Newlin Elementary,69.1,D,33.2,4
New Hanover County Schools,650384,A H Snipes Academy of Arts/Des,91.5,D,33.2,4
Alamance-Burlington Schools,10358,Hillcrest Elementary,57.6,D,33.1,4
Gaston County Schools,360332,Bessemer City Central Elem,60.2,D,33.1,4
Charter Schools,32C000,Carter Community Charter,69.5,D,33.1,4
Robeson County Schools,780325,Fairmont High,80.4,C,33.1,4
Martin County Schools,580316,South Creek Elementary,64.8,F,33.1,4
Wake County Schools,920329,Barwell Road Elementary,76.3,F,33.1,4
Durham Public Schools,320338,James E Shepard Middle,80.8,D,33,4
Charlotte-Mecklenburg Schools,600428,James Martin Middle,42.5,F,32.9,4
Iredell-Statesville Schools,490346,North Iredell High,41.2,C,32.9,4
Forsyth County Schools,340462,North Hills Elementary,79.7,D,32.9,4
Columbus County Schools,240334,East Columbus High,73.5,C,32.8,4
Halifax County Schools,420324,Enfield Middle S.T.E.A.M. Academy,72,D,32.8,4
Caldwell County Schools,140392,West Lenoir Elementary,68.3,D,32.7,4
Granville County Schools,390364,West Oxford Elementary,86.3,D,32.7,4
Robeson County Schools,780394,Rosenwald Elementary,91.9,D,32.7,4
Craven County Schools,250360,Oaks Road Academy,80.6,D,32.6,4
Durham Public Schools,320320,Glenn Elementary,58.3,D,32.5,4
Durham Public Schools,320400,Y E Smith Elementary,70.6,D,32.5,4
Edgecombe County Public School,330344,W A Pattillo Middle,65.3,D,32.4,4
Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,50.5,D,32.1,4
Wayne County Public Schools,960380,Southern Wayne High,67.3,D,32.1,4
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,40.5,C,32.1,4
Edgecombe County Public School,330312,Coker-Wimberly Elementary,61.2,D,32,4
Guilford County Schools,410583,Vandalia Elementary,67.8,D,31.9,4
Guilford County Schools,410592,Welborn Middle,65.3,F,31.9,4
Edgecombe County Public School,330334,Princeville Elementary,71.7,D,31.9,4
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,56.9,D,31.8,4
Johnston County Schools,510344,North Johnston Middle,61.1,F,31.8,4
Charter Schools,92Q000,Hope Charter Leadership Academy,48.5,D,31.7,4
Charter Schools,60L000,KIPP Charlotte,55.8,D,31.7,4
Granville County Schools,390334,Northern Granville Middle,76.8,F,31.6,4
Vance County Schools,910316,Vance County Middle School,71.7,F,31.5,4
Lenoir County Public Schools,540325,Northeast Elementary,93.7,D,31.5,4
Tyrrell County Schools,890304,Columbia High,43.3,C,31.4,4
Forsyth County Schools,340476,Old Town Elementary,61,F,31.3,4
Wake County Schools,920466,Knightdale High,51.3,C,31.3,4
Wilson County Schools,980357,Vick Elementary,84.4,D,31.3,4
Nash-Rocky Mount Schools,640346,Nash Central High,55.7,D,31.2,4
Nash-Rocky Mount Schools,640361,Rocky Mount High,46.2,D,31.1,4
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,74.2,D,31.1,4
Johnston County Schools,510330,Cooper Academy,59.2,D,31,4
Charter Schools,93A000,Haliwa-Saponi Tribal School,65,D,31,4
Guilford County Schools,410364,Fairview Elementary,77.2,D,31,4
Alamance-Burlington Schools,10350,Graham Middle,85.1,F,30.9,4
Guilford County Schools,410331,Bluford Elementary,74.3,D,30.8,4
Buncombe County Schools,110372,Johnston Elementary,56.3,F,30.7,4
Guilford County Schools,410439,Kirkman Park Elementary,74.5,D,30.7,4
Moore County Schools,630348,Robbins Elementary,83.6,D,30.7,4
Scotland County Schools,830364,Sycamore Lane Elementary,79.7,D,30.6,4
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,67.7,D,30.5,4
Stanly County Schools,840302,Albemarle High,66,C,30.5,4
Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,73.4,F,30.4,4
Durham Public Schools,320368,Southern School of Energy and Sustainabi,65,C,30.3,4
Pasquotank County Schools,700319,Pasquotank County High,57.1,D,30.3,4
Pasquotank County Schools,700320,P W Moore Elementary,66.3,F,30.1,4
Guilford County Schools,410586,Washington Elementary,73.8,D,30,4
Thomasville City Schools,292316,Liberty Drive Elementary,60.2,D,29.8,4
Halifax County Schools,420316,Scotland Neck Elementary Leadership Acad,76.6,F,29.8,4
Gaston County Schools,360438,Lingerfeldt Elementary,72.8,D,29.8,4
Wayne County Public Schools,960312,Brogden Middle,84.4,F,29.7,4
Martin County Schools,580344,South Creek Middle/High,52.5,D,29.6,4
Forsyth County Schools,340486,Parkland High,46.3,D,29.5,4
Halifax County Schools,420328,Everetts Elementary S.T.E.M. Academy,71.2,F,29.5,4
Forsyth County Schools,340376,Forest Park Elementary,71,D,29.4,4
Harnett County Schools,430380,Wayne Avenue Elem,71.2,F,29.4,4
Guilford County Schools,410402,Otis L Hairston Sr Middle,78.3,D,29.4,4
Robeson County Schools,780396,Rowland Middle,88.7,D,29.2,4
Cumberland County Schools,260322,Douglas Byrd High,71.4,D,29.1,4
Charter Schools,32Q000,Reaching All Minds Academy,21.1,F,29,4
Guilford County Schools,410319,T Wingate Andrews High,60.3,C,29,4
Rowan-Salisbury Schools,800396,Salisbury High,63.8,D,29,4
Rockingham County Schools,790354,John M Morehead High,52.1,C,29,4
Guilford County Schools,410385,Gillespie Park Elementary,77.2,D,29,4
Duplin County Schools,310352,James Kenan High,74,C,28.9,4
Nash-Rocky Mount Schools,640335,Rocky Mount Middle,63.9,F,28.8,4
Edgecombe County Public School,330358,Tarboro High,48.9,D,28.7,4
Rowan-Salisbury Schools,800359,Dole Elementary,61.6,D,28.6,4
Hertford County Schools,460318,Hertford County Middle,58.2,D,28.5,4
Forsyth County Schools,340351,Cook Literacy Model School,87.8,D,28.5,4
Charlotte-Mecklenburg Schools,600405,Harding University High,51.7,D,28.4,4
Iredell-Statesville Schools,490345,N B Mills Elementary,87.9,F,28.2,4
Alamance-Burlington Schools,10310,Broadview Middle,55.3,F,28.1,4
Northampton County Schools,660325,Gaston Middle,69.3,F,28.1,4
Charlotte-Mecklenburg Schools,600514,Ranson Middle,55.7,F,27.9,4
Charter Schools,60P000,Charlotte Choice Charter,79.1,F,27.9,4
Edgecombe County Public School,330354,Stocks Elementary,66.2,F,27.9,4
Iredell-Statesville Schools,490354,Statesville High,62.5,D,27.8,4
Charter Schools,54A000,Children's Village Academy,91.3,F,27.8,4
Guilford County Schools,410544,Ben L. Smith High School,58.6,D,27.7,4
Johnston County Schools,510396,West Smithfield Elementary,70.7,D,27.7,4
Scotland County Schools,830312,Covington Street Elementary,82.6,F,27.7,4
Craven County Schools,250348,J T Barber Elementary,87.6,D,27.7,4
Wayne County Public Schools,960318,Carver Heights Elementary,91.4,D,27.7,4
Robeson County Schools,780393,Red Springs Middle,77.8,D,27.5,4
Forsyth County Schools,340460,North Forsyth High,44.7,D,27.3,4
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,57.3,D,27.3,4
Granville County Schools,390324,J. F. Webb High,71.1,C,27.3,4
Charter Schools,09A000,Paul R Brown Leadership Academy,72.3,F,27.3,4
Nash-Rocky Mount Schools,640376,Spring Hope Elementary,47.4,F,27.3,4
Lenoir County Public Schools,540315,Kinston High,86,D,27.1,4
Gaston County Schools,360336,Bessemer City High,63.6,D,26.8,4
Durham Public Schools,320310,Eastway Elementary,69.5,D,26.8,4
Wilson County Schools,980356,Margaret Hearne Elementary,78.5,F,26.8,4
Durham Public Schools,320344,Fayetteville Street Elementary,70.3,D,26.6,4
Lab Schools,65Z000,D.C. Virgo Preparatory Academy,74.9,F,26.4,4
Lenoir County Public Schools,540330,Rochelle Middle,91.6,F,26.4,4
Charter Schools,34D000,Carter G Woodson School,67.3,F,26.3,4
Bertie County Schools,80312,Bertie High,56.7,D,26.2,4
Alamance-Burlington Schools,10360,Hugh M Cummings High,76.2,C,26.1,4
Charlotte-Mecklenburg Schools,600576,West Charlotte High,56,D,26,4
Guilford County Schools,410349,Ceasar Cone Elementary,82,F,26,4
Charter Schools,67B000,Z.E.C.A. School of Arts and Technology,77,F,25.9,4
